winner,powerscore_delta,win_loose_delta,kda_delta,headshot_delta,time_in_team_delta
0.5925925925925926,0.5403645833333334,0.4954891312355595,0.5657015590200442,0.8093385214007786,0.5213590631700478
0.8421052631578947,0.6480034722222222,0.4911311160447031,0.3563474387527836,0.4856031128404666,0.4971136401121557
0.2,0.4596354166666667,0.37465738486353223,0.3964365256124728,0.230350194552529,0.450602012205179
0.47619047619047616,0.3519965277777778,0.3790154000543886,0.6057906458797334,0.5540856031128409,0.4748474352630711
0.5333333333333333,0.6480034722222222,0.4911311160447031,0.3563474387527836,0.4856031128404666,0.4971136401121557
0.2727272727272727,0.3767361111111111,0.31938717822540796,0.1592427616926505,0.7655642023346304,0.29032657100445325
0.6153846153846154,0.5056423611111112,0.7722775923920651,0.6280623608017819,0.533852140077821,0.4732805541810985
0.5517241379310345,0.5256076388888888,0.5272747861990573,0.8017817371937639,0.5906614785992219,0.4888668975754577
0.8421052631578947,0.5056423611111112,0.7722775923920651,0.6280623608017819,0.533852140077821,0.4732805541810985
0.5517241379310345,0.5842013888888888,0.6543466969060879,0.15590200445434302,0.5525291828793774,0.41019297377535874
0.42857142857142855,0.4157986111111111,0.2157998191930038,0.8062360801781739,0.4871595330739302,0.561768101599868
0.42857142857142855,0.4157986111111111,0.2157998191930038,0.8062360801781739,0.4871595330739302,0.561768101599868
0.4074074074074074,0.3984375,0.4206184791718979,0.46325167037861975,0.6902723735408559,0.37638132937489693
0.6956521739130435,0.5907118055555556,0.7645518181010951,0.8017817371937641,0.47159533073930016,0.5808180768596405
0.5333333333333333,0.5907118055555556,0.7645518181010951,0.8017817371937641,0.47159533073930016,0.5808180768596405
0.36,0.4479166666666667,0.2599366869916798,0.5055679287305126,0.45175097276264625,0.370959096157018
0.4666666666666667,0.4479166666666667,0.2599366869916798,0.5055679287305126,0.45175097276264625,0.370959096157018
0.4074074074074074,0.7743055555555556,0.3600489145265664,0.5879732739420936,0.5268482490272377,0.5376876133927099
0.42857142857142855,0.7743055555555556,0.3600489145265664,0.5879732739420936,0.5268482490272377,0.5376876133927099
0.42857142857142855,0.5130208333333334,0.588196945923847,0.66369710467706,0.5058365758754865,0.5122464126669966
0.3333333333333333,0.7118055555555556,0.6495876994910674,0.27616926503340766,0.5571984435797667,0.4938149430974765
0.48717948717948717,0.7118055555555556,0.6495876994910674,0.27616926503340766,0.5571984435797667,0.4938149430974765
0.3333333333333333,0.6236979166666666,0.5676608053109012,1,0.6326848249027237,0.5687778327560613
0.30434782608695654,0.56640625,0.6250789078254367,0.7037861915367477,0.7914396887159536,0.5282038594755071
0.8421052631578947,0.6423611111111112,0.6411420161167066,0.6726057906458797,0.7603112840466925,0.4863928748144483
0.4666666666666667,0.4978298611111111,0.45510781826569324,0.44097995545657076,0.330739299610895,0.4199241299686624
0.5517241379310345,0.6163194444444444,0.5115522395268294,0.5345211581291761,0.7782101167315174,0.4795480785089889
0.5333333333333333,0.5264756944444444,0.5884089242891806,0.5389755011135858,0.8731517509727627,0.5155038759689922
0.4074074074074074,0.5108506944444444,0.5685657038886802,0.35968819599109153,0.7935797665369653,0.5236269173676398
0.42857142857142855,0.6254340277777778,0.7280014088197613,0.6191536748329622,0.4015564202334631,0.5672109516740887
0.4482758620689655,0.5234375,0.13258754726135538,0.6013363028953231,0.5937743190661479,0.4738578261586674
0.5333333333333333,0.4765625,0.7375589688377363,0.36080178173719385,0.4459143968871596,0.4981032492165594
0.36,0.5234375,0.13258754726135538,0.6013363028953231,0.5937743190661479,0.4738578261586674
0.8888888888888888,0.4583333333333333,0.5513833453631923,0.6458797327394203,0.7501945525291831,0.44449942272802245
0.5925925925925926,0.5642361111111112,0.6451134680415842,0.66369710467706,0.6023346303501949,0.4621474517565562
0.5333333333333333,0.4079861111111111,0.49979014923707055,0.5924276169265035,0.855252918287938,0.4562922645555006
0.7272727272727273,0.5989583333333334,0.41059876462368955,0.44097995545657076,0.3758754863813229,0.5768596404420254
0.5714285714285714,0.5381944444444444,0.515523691451707,0.5256124721603564,0.6202334630350197,0.4553026554510969
0.30434782608695654,0.6636284722222222,0.7809334991584942,0.6236080178173716,0.6607003891050587,0.6890153389411182
0.7272727272727273,0.4800347222222222,0.34097837539450765,0.46325167037861975,0.37821011673151755,0.4305624278410028
0.8421052631578947,0.5894097222222222,0.8806850794672704,0.8463251670378619,0.5610894941634242,0.502432789048326
0.5238095238095238,0.7078993055555556,0.7869342441674433,0.6748329621380845,0.6653696498054473,0.4929902688438067
0.5333333333333333,0.5056423611111112,0.7722775923920651,0.6280623608017819,0.533852140077821,0.4732805541810985
0.42857142857142855,0.4053819444444444,0.3372043343425191,0.229398663697105,0.49494163424124515,0.37836054758370447
0.7619047619047619,0.6840277777777778,0.5248319288030602,0.5077951002227178,0.5299610894941631,0.5278739897740392
0.4074074074074074,0.5568576388888888,0.5459072377602641,0.574610244988864,0.6264591439688715,0.4482929242949036
0.3333333333333333,0.4149305555555556,0.32084009387017526,0.41425389755011144,0.3657587548638135,0.5349661883555995
0.4666666666666667,0.3940972222222222,0.34134313537115407,0.46325167037861875,0.667704280155642,0.46833250865907966
0.4074074074074074,0.6280381944444444,0.6028637031668285,0.5567928730512246,0.7027237354085605,0.6251030842817087
0.5714285714285714,0.3658854166666667,0.1858947323862736,0.28062360801781744,0.4918287937743189,0.2526801913244269
0.7619047619047619,0.6471354166666666,0.8373754715871192,0.8641425389755011,0.5338521400778213,0.7455467590301831
0.6666666666666666,0.5855034722222222,0.5303080364059884,0.5790645879732741,0.6536964980544747,0.5240804882071581
0.64,0.7395833333333334,0.7969966074497641,0.5924276169265035,0.6295719844357974,0.6472043542800594
0.5714285714285714,0.4926215277777778,0.3358670277682258,0.39198218262806245,0.5439688715953305,0.4721260102259607
0.4482758620689655,0.6744791666666666,0.4927336488211042,0.41425389755011094,0.4311284046692607,0.6566056407718951
0.5714285714285714,0.3255208333333333,0.3774128672779875,0.5478841870824059,0.6085603112840469,0.3153554346033317
0.38461538461538464,0.6744791666666666,0.4927336488211042,0.41425389755011094,0.4311284046692607,0.6566056407718951
0.5714285714285714,0.5234375,0.13258754726135538,0.6013363028953231,0.5937743190661479,0.4738578261586674
0.5588235294117647,0.5234375,0.13258754726135538,0.6013363028953231,0.5937743190661479,0.4738578261586674
0.5277777777777778,0.1831597222222222,0.5335061286605292,0.43207126948775065,0.30661478599221803,0.44961240310077516
0.4482758620689655,0.8168402777777778,0.33664038743856256,0.5300668151447663,0.7330739299610894,0.5223486722744516
0.64,0.1831597222222222,0.5335061286605292,0.43207126948775065,0.30661478599221803,0.44961240310077516
0.5333333333333333,0.5282118055555556,0.6256117836849885,0.6013363028953231,0.49649805447470846,0.5420171532244764
0.5517241379310345,0.3203125,0.27467747529960906,0.6013363028953231,0.0638132295719842,0.4847435263071087
0.4666666666666667,0.6796875,0.5954690407994826,0.36080178173719385,0.9758754863813234,0.4872175490681181
0.2727272727272727,0.6796875,0.5954690407994826,0.36080178173719385,0.9758754863813234,0.4872175490681181
0.23809523809523808,0.6189236111111112,0.6468369459516767,0.7438752783964364,0.5571984435797667,0.6895101434933202
0.5517241379310345,0.5151909722222222,0.4724880958106873,0.4187082405345215,0.5105058365758758,0.5157512782450933
0.7272727272727273,0.4952256944444444,0.6100717584773184,0.521158129175947,0.3206225680933848,0.47237341250206166
0.6666666666666666,0.4952256944444444,0.6100717584773184,0.521158129175947,0.3206225680933848,0.47237341250206166
0.1111111111111111,0.57421875,0.4375154221304756,0.40534521158129233,0.782101167315175,0.4098631040738908
0.5925925925925926,0.6571180555555556,0.48958182359654145,0.3986636971046769,0.6107003891050585,0.43146956952003956
0.4666666666666667,0.57421875,0.4375154221304756,0.40534521158129233,0.782101167315175,0.4098631040738908
0.4074074074074074,0.3428819444444444,0.38056469250255026,0.5634743875278401,0.42898832684824906,0.5404915058551872
0.36,0.3428819444444444,0.38056469250255026,0.5634743875278401,0.42898832684824906,0.5404915058551872
0.2727272727272727,0.7534722222222222,0.38210906909116166,0.38307349665924334,0.48326848249027227,0.11331024245423059
0.3333333333333333,0.7534722222222222,0.38210906909116166,0.38307349665924334,0.48326848249027227,0.11331024245423059
0.5517241379310345,0.49609375,0.5724198027259217,0.8797327394209353,0.6280155642023345,0.48515586343394357
0.9411764705882353,0.49609375,0.5724198027259217,0.8797327394209353,0.6280155642023345,0.48515586343394357
0.64,0.3940972222222222,0.5980254426614011,0.3964365256124728,0.44747081712062264,0.7489691571829127
0.36,0.6059027777777778,0.2721210734376905,0.5657015590200442,0.5922178988326848,0.2229919181923141
0.6153846153846154,0.2625868055555556,0.34791054341340527,0.6636971046770603,0.227237354085603,0.5376051459673429
0.6153846153846154,0.2625868055555556,0.34791054341340527,0.6636971046770603,0.227237354085603,0.5376051459673429
0.5277777777777778,0.3940972222222222,0.5980254426614011,0.3964365256124728,0.44747081712062264,0.7489691571829127
0.4482758620689655,0.4006076388888889,0.30733162438875405,0.5011135857461029,0.26556420233463024,0.487629886194953
0.4074074074074074,0.4006076388888889,0.30733162438875405,0.5011135857461029,0.26556420233463024,0.487629886194953
0.38461538461538464,0.22005208333333334,0.4390325858187713,0.27171492204899833,0.5392996108949417,0.3520534388916378
0.38461538461538464,0.22005208333333334,0.4390325858187713,0.27171492204899833,0.5392996108949417,0.3520534388916378
0.64,0.5065104166666666,0.4943140416341423,0.5211581291759472,0.7315175097276265,0.46008576612238167
0.6956521739130435,0.5381944444444444,0.515523691451707,0.5256124721603564,0.6202334630350197,0.4553026554510969
0.3333333333333333,0.3815104166666667,0.34645448299743586,0.5345211581291761,0.5019455252918291,0.4267689262741218
0.36,0.4934895833333333,0.37583247446494944,0.44097995545656976,0.30817120622568106,0.5118753092528451
0.6153846153846154,0.5381944444444444,0.515523691451707,0.5256124721603564,0.6202334630350197,0.4553026554510969
0.30434782608695654,0.2074652777777778,0.3563637802143945,0.5389755011135854,0.6996108949416345,0.42437737093847927
0.4666666666666667,0.3815104166666667,0.34645448299743586,0.5345211581291761,0.5019455252918291,0.4267689262741218
0.4666666666666667,0.4934895833333333,0.37583247446494944,0.44097995545656976,0.30817120622568106,0.5118753092528451
0.6956521739130435,0.7925347222222222,0.5137827358846971,0.42316258351893155,0.340077821011673,0.5475837044367475
0.42857142857142855,0.2074652777777778,0.3563637802143945,0.5389755011135854,0.6996108949416345,0.42437737093847927
0.7619047619047619,0.7374131944444444,0.741789227640579,0.5968819599109131,0.6280155642023347,0.4967013029853208
0.5238095238095238,0.7374131944444444,0.741789227640579,0.5968819599109131,0.6280155642023347,0.4967013029853208
0.5333333333333333,0.7743055555555556,0.5133000476640697,0.5389755011135858,0.30505836575875506,0.4881246907471549
0.7619047619047619,0.7743055555555556,0.5133000476640697,0.5389755011135858,0.30505836575875506,0.4881246907471549
0.7619047619047619,0.6050347222222222,0.6507247426684907,0.7082405345211583,0.46381322957198484,0.9714662708230248
0.5333333333333333,0.4691840277777778,0.4538290549287049,0.5256124721603564,0.3953307392996111,0.5305129473857826
0.6153846153846154,0.6796875,0.5954690407994826,0.36080178173719385,0.9758754863813234,0.4872175490681181
0.5428571428571428,0.6258680555555556,0.6228982633829758,0.5167037861915369,0.5136186770428017,0.5590466765627577
0.6956521739130435,0.6050347222222222,0.6507247426684907,0.7082405345211583,0.46381322957198484,0.9714662708230248
0.5925925925925926,0.6796875,0.5954690407994826,0.36080178173719385,0.9758754863813234,0.4872175490681181
0.5333333333333333,0.4691840277777778,0.4538290549287049,0.5256124721603564,0.3953307392996111,0.5305129473857826
0.5517241379310345,0.6258680555555556,0.6228982633829758,0.5167037861915369,0.5136186770428017,0.5590466765627577
0.42857142857142855,0.4322916666666667,0.4217935687733151,0.5077951002227168,0.7680933852140079,0.4376546264225631
0.42857142857142855,0.4322916666666667,0.4217935687733151,0.5077951002227168,0.7680933852140079,0.4376546264225631
0.6153846153846154,0.4978298611111111,0.4701464448121267,0.6102449888641427,0.3486381322957202,0.5834570344713838
0.5714285714285714,0.4978298611111111,0.4701464448121267,0.6102449888641427,0.3486381322957202,0.5834570344713838
0.30434782608695654,0.21484375,0.42581020054891505,0.40089086859688206,0.6101167315175101,0.33951839023585684
0.42857142857142855,0.2326388888888889,0.37539428226263877,0.5567928730512254,0.27782101167315154,0.5696849744350981
0.47619047619047616,0.21484375,0.42581020054891505,0.40089086859688206,0.6101167315175101,0.33951839023585684
0.64,0.7673611111111112,0.49475223383645295,0.4053452115812916,0.7618677042801559,0.40227610094012867
0.30434782608695654,0.4800347222222222,0.34097837539450765,0.46325167037861975,0.37821011673151755,0.4305624278410028
0.38461538461538464,0.2326388888888889,0.37539428226263877,0.5567928730512254,0.27782101167315154,0.5696849744350981
0.6956521739130435,0.5199652777777778,0.5291681407045841,0.4988864142538972,0.66147859922179,0.5413986475342241
0.7619047619047619,0.5355902777777778,0.5304514622770072,0.43207126948775065,0.6093385214007785,0.525152564736929
0.6956521739130435,0.5355902777777778,0.5304514622770072,0.43207126948775065,0.6093385214007785,0.525152564736929
0.64,0.68359375,0.6284393484641154,0.33853006681514536,0.5097276264591438,0.7005607784924954
0.38461538461538464,0.4800347222222222,0.34097837539450765,0.46325167037861975,0.37821011673151755,0.4305624278410028
0.7272727272727273,0.68359375,0.6284393484641154,0.33853006681514536,0.5097276264591438,0.7005607784924954
0.7272727272727273,0.6236979166666666,0.5676608053109012,1,0.6326848249027237,0.5687778327560613
0.4482758620689655,0.5985243055555556,0.3955956370801967,0.334075723830735,0.4365758754863816,0.5944252020451921
0.5517241379310345,0.6236979166666666,0.5676608053109012,1,0.6326848249027237,0.5687778327560613
0.5925925925925926,0.4014756944444444,0.47455087901889503,0.6280623608017819,0.6031128404669259,0.37753587333003463
0.6153846153846154,0.4014756944444444,0.47455087901889503,0.6280623608017819,0.6031128404669259,0.37753587333003463
0.5714285714285714,0.4157986111111111,0.2157998191930038,0.8062360801781739,0.4871595330739302,0.561768101599868
0.6153846153846154,0.4157986111111111,0.2157998191930038,0.8062360801781739,0.4871595330739302,0.561768101599868
0.6153846153846154,0.6041666666666666,0.7327999714227158,0.48106904231625847,0.4505836575875489,0.5817252185386772
0.7272727272727273,0.6041666666666666,0.7327999714227158,0.48106904231625847,0.4505836575875489,0.5817252185386772
0.5333333333333333,0.8585069444444444,0.5977605537101064,0.6102449888641431,0.4272373540856033,0.5987959755896421
0.8,0.8585069444444444,0.5977605537101064,0.6102449888641431,0.4272373540856033,0.5987959755896421
0.2727272727272727,0.26953125,0.46648229221723236,0.5122494432071271,0.2832684824902725,0.5734784760019792
0.15789473684210525,0.26953125,0.46648229221723236,0.5122494432071271,0.2832684824902725,0.5734784760019792
0.5517241379310345,0.5950520833333334,0.5687064007033836,0.5612472160356349,0.6038910505836578,0.7846775523668151
0.4666666666666667,0.4049479166666667,0.3014401153957081,0.40089086859688206,0.4357976653696497,0.18728352300841167
0.6153846153846154,0.5950520833333334,0.5687064007033836,0.5612472160356349,0.6038910505836578,0.7846775523668151
0.23809523809523808,0.4826388888888889,0.2018642421941926,0.2850779510022275,0.3735408560311288,0.5244928253339931
0.15789473684210525,0.49609375,0.5724198027259217,0.8797327394209353,0.6280155642023345,0.48515586343394357
0.4482758620689655,0.38671875,0.18108119563867514,0.5389755011135858,0.39922178988326873,0.586590796635329
0.45714285714285713,0.4765625,0.7375589688377363,0.36080178173719385,0.4459143968871596,0.4981032492165594
0.4666666666666667,0.49609375,0.5724198027259217,0.8797327394209353,0.6280155642023345,0.48515586343394357
0.5333333333333333,0.61328125,0.6890653204604167,0.42316258351893105,0.6404669260700387,0.38537027873989776
0.38461538461538464,0.4765625,0.7375589688377363,0.36080178173719385,0.4459143968871596,0.4981032492165594
0.4074074074074074,0.38671875,0.18108119563867514,0.5389755011135858,0.39922178988326873,0.586590796635329
0.5714285714285714,0.4014756944444444,0.47455087901889503,0.6280623608017819,0.6031128404669259,0.37753587333003463
0.7272727272727273,0.4014756944444444,0.47455087901889503,0.6280623608017819,0.6031128404669259,0.37753587333003463
0.64,0.3910590277777778,0.5497298706289642,0.3964365256124723,0.6894941634241246,0.6389576117433614
0.36,0.6089409722222222,0.3204166454701276,0.5657015590200447,0.3501945525291829,0.33300346363186545
0.4666666666666667,0.6089409722222222,0.3204166454701276,0.5657015590200447,0.3501945525291829,0.33300346363186545
0.42857142857142855,0.21788194444444445,0.47410577258135217,0.40089086859688255,0.36809338521400814,0.4495299356754083
0.5277777777777778,0.7821180555555556,0.3960407435177396,0.5612472160356344,0.6715953307392993,0.5224311396998185
0.5517241379310345,0.7821180555555556,0.3960407435177396,0.5612472160356344,0.6715953307392993,0.5224311396998185
0.5714285714285714,0.7873263888888888,0.5005603506148409,0.5523385300668153,0.4108949416342414,0.5350486557809665
0.36,0.2126736111111111,0.36958616548425083,0.40979955456570166,0.6287937743190661,0.43691241959426025
0.6666666666666666,0.7873263888888888,0.5005603506148409,0.5523385300668153,0.4108949416342414,0.5350486557809665
0.8421052631578947,0.6276041666666666,0.4303142606345253,0.6013363028953231,0.524513618677043,0.5696025070097311
0.64,0.6276041666666666,0.4303142606345253,0.6013363028953231,0.524513618677043,0.5696025070097311
0.36,0.5234375,0.13258754726135538,0.6013363028953231,0.5937743190661479,0.4738578261586674
0.5333333333333333,0.4765625,0.7375589688377363,0.36080178173719385,0.4459143968871596,0.4981032492165594
0.6153846153846154,0.4765625,0.7375589688377363,0.36080178173719385,0.4459143968871596,0.4981032492165594
0.5517241379310345,0.5099826388888888,0.5170916000146528,0.6280623608017819,0.3797665369649808,0.6727692561438232
0.45714285714285713,0.4900173611111111,0.3530549160844389,0.334075723830735,0.6599221789883267,0.29919181923140364
0.2,0.4900173611111111,0.3530549160844389,0.334075723830735,0.6599221789883267,0.29919181923140364
0.7272727272727273,0.5208333333333334,0.5662642366224538,0.636971046770601,0.3416342412451366,0.8607949859805377
0.4666666666666667,0.6453993055555556,0.5868680618476203,0.46325167037861925,0.8023346303501946,0.2911924789708066
0.6666666666666666,0.5208333333333334,0.5662642366224538,0.636971046770601,0.3416342412451366,0.8607949859805377
0.64,0.3546006944444444,0.2832784542514714,0.4988864142538977,0.23735408560311294,0.6807685964044202
0.4074074074074074,0.6453993055555556,0.5868680618476203,0.46325167037861925,0.8023346303501946,0.2911924789708066
0.5925925925925926,0.4448784722222222,0.6409838902576203,0.48106904231625847,0.6568093385214012,0.5387596899224806
0.42857142857142855,0.5551215277777778,0.22916262584147137,0.48106904231625847,0.38287937743190625,0.43320138545274617
0.4411764705882353,0.5551215277777778,0.22916262584147137,0.48106904231625847,0.38287937743190625,0.43320138545274617
0.6666666666666666,0.38671875,0.18108119563867514,0.5389755011135858,0.39922178988326873,0.586590796635329
0.7272727272727273,0.38671875,0.18108119563867514,0.5389755011135858,0.39922178988326873,0.586590796635329
0.5333333333333333,0.7894965277777778,0.4654871638522601,0.42316258351893105,0.5821011673151749,0.43757215899719615
0.30434782608695654,0.2105034722222222,0.40465935224683164,0.5389755011135858,0.45758754863813256,0.5343889163780307
0.5714285714285714,0.7894965277777778,0.4654871638522601,0.42316258351893105,0.5821011673151749,0.43757215899719615
0.5925925925925926,0.5052083333333334,0.44829564331940214,0.35189309576837474,0.4490272373540854,0.4985155863433944
0.23809523809523808,0.4787326388888889,0.36519934572098606,0.34743875278396447,0.5610894941634246,0.35799109351806035
0.5238095238095238,0.5052083333333334,0.44829564331940214,0.35189309576837474,0.4490272373540854,0.4985155863433944
0.5925925925925926,0.5863715277777778,0.3680494216062491,0.5612472160356349,0.4964980544747082,0.6098466105888174
0.64,0.5212673611111112,0.5049471703781057,0.6146993318485525,0.47859922178988296,0.6139699818571664
0.2,0.4787326388888889,0.36519934572098606,0.34743875278396447,0.5610894941634246,0.35799109351806035
